bin_center_ns,count
1.649,344.0
1.651,366.0
1.653,351.0
1.655,367.0
1.657,339.0
1.659,348.0
1.661,310.0
1.663,348.0
1.665,365.0
1.6669999999999998,291.0
1.6689999999999998,350.0
1.6709999999999998,337.0
1.6729999999999998,329.0
1.6749999999999998,339.0
1.6769999999999998,352.0
1.6789999999999998,357.0
1.6809999999999998,345.0
1.6829999999999998,341.0
1.6849999999999998,352.0
1.6869999999999998,337.0
1.6889999999999998,369.0
1.6909999999999998,344.0
1.6929999999999998,323.0
1.6949999999999998,314.0
1.6969999999999998,321.0
1.6989999999999998,342.0
1.7009999999999998,339.0
1.7029999999999998,334.0
1.7049999999999998,324.0
1.7069999999999999,302.0
1.7089999999999999,344.0
1.7109999999999999,326.0
1.7129999999999999,334.0
1.7149999999999999,329.0
1.7169999999999999,311.0
1.7189999999999999,367.0
1.7209999999999999,351.0
1.7229999999999999,341.0
1.7249999999999999,345.0
1.7269999999999999,335.0
1.7289999999999999,339.0
1.7309999999999999,356.0
1.7329999999999999,323.0
1.7349999999999999,317.0
1.7369999999999999,328.0
1.7389999999999999,336.0
1.7409999999999999,307.0
1.7429999999999999,351.0
1.7449999999999999,308.0
1.7469999999999999,355.0
1.7489999999999999,338.0
1.751,325.0
1.753,343.0
1.755,323.0
1.757,317.0
1.759,319.0
1.761,280.0
1.763,320.0
1.765,353.0
1.767,321.0
1.769,331.0
1.771,337.0
1.773,311.0
1.775,310.0
1.777,317.0
1.779,312.0
1.781,314.0
1.783,327.0
1.785,326.0
1.787,333.0
1.789,372.0
1.791,327.0
1.793,309.0
1.795,307.0
1.797,342.0
1.799,360.0
1.801,311.0
1.803,298.0
1.805,307.0
1.807,331.0
1.809,320.0
1.811,321.0
1.813,313.0
1.815,356.0
1.817,316.0
1.819,313.0
1.821,327.0
1.823,296.0
1.825,315.0
1.827,344.0
1.829,342.0
1.831,302.0
1.833,328.0
1.835,328.0
1.837,308.0
1.839,354.0
1.841,337.0
1.843,323.0
1.845,330.0
1.847,307.0
1.849,342.0
1.851,304.0
1.853,331.0
1.855,322.0
1.857,345.0
1.859,319.0
1.861,319.0
1.863,331.0
1.865,317.0
1.867,357.0
1.869,321.0
1.871,308.0
1.873,302.0
1.875,306.0
1.877,329.0
1.879,342.0
1.881,322.0
1.883,355.0
1.885,311.0
1.887,333.0
1.889,330.0
1.891,293.0
1.893,324.0
1.895,326.0
1.897,341.0
1.899,310.0
1.901,296.0
1.903,321.0
1.905,308.0
1.907,322.0
1.909,300.0
1.911,295.0
1.913,304.0
1.915,306.0
1.917,313.0
1.919,279.0
1.9209999999999998,313.0
1.9229999999999998,335.0
1.9249999999999998,294.0
1.9269999999999998,292.0
1.9289999999999998,287.0
1.9309999999999998,339.0
1.9329999999999998,302.0
1.9349999999999998,295.0
1.9369999999999998,307.0
1.9389999999999998,297.0
1.9409999999999998,335.0
1.9429999999999998,295.0
1.9449999999999998,312.0
1.9469999999999998,308.0
1.9489999999999998,302.0
1.9509999999999998,314.0
1.9529999999999998,305.0
1.9549999999999998,305.0
1.9569999999999999,287.0
1.9589999999999999,291.0
1.9609999999999999,290.0
1.9629999999999999,302.0
1.9649999999999999,289.0
1.9669999999999999,318.0
1.9689999999999999,300.0
1.9709999999999999,320.0
1.9729999999999999,317.0
1.9749999999999999,280.0
1.9769999999999999,313.0
1.9789999999999999,274.0
1.9809999999999999,303.0
1.9829999999999999,309.0
1.9849999999999999,268.0
1.9869999999999999,294.0
1.9889999999999999,326.0
1.9909999999999999,294.0
1.9929999999999999,307.0
